Tên khách hàng (*),Số điện thoại (*),Mã số thuế,Email,Địa chỉ,Hạn mức nợ (VNĐ),Số dư nợ đầu kỳ (VNĐ),Kênh nhận HĐ (QR/EMAIL/ZALO)
Lê Tuấn Nga,0910006201,,khachhang.06201@gmail.com,"Số 202 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Huỳnh Bảo Tâm,0910006202,,khachhang.06202@gmail.com,"Số 203 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Võ Thị Tuấn,0910006203,,khachhang.06203@gmail.com,"Số 204 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Đỗ Minh An,0910006204,,khachhang.06204@gmail.com,"Số 205 Cầu Giấy, Hải Phòng",11000000,2000000,QR
Dương Xuân Hạnh,0910006205,0300006205,khachhang.06205@gmail.com,"Số 206 Pasteur, Bình Dương",12500000,0,EMAIL
Đoàn Trọng Khánh,0910006206,,khachhang.06206@gmail.com,"Số 207 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Trần Ngọc Minh,0910006207,,khachhang.06207@gmail.com,"Số 208 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Hoàng Hữu Quân,0910006208,,khachhang.06208@gmail.com,"Số 209 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Vũ Kim Trang,0910006209,,khachhang.06209@gmail.com,"Số 210 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Bùi Văn Vy,0910006210,0300006210,khachhang.06210@gmail.com,"Số 211 Nguyễn Trãi, Hà Nội",5000000,0,QR
Ngô Quang Hà,0910006211,,khachhang.06211@gmail.com,"Số 212 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Đinh Anh Hùng,0910006212,,khachhang.06212@gmail.com,"Số 213 Điện Biên Phủ, Cần Thơ",8000000,2000000,ZALO
Nguyễn Gia Long,0910006213,,khachhang.06213@gmail.com,"Số 214 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Phạm Đình Phong,0910006214,,khachhang.06214@gmail.com,"Số 215 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Phan Thanh Thịnh,0910006215,0300006215,khachhang.06215@gmail.com,"Số 216 Giải Phóng, Nam Định",12500000,0,ZALO
Đặng Hồng Vinh,0910006216,,khachhang.06216@gmail.com,"Số 217 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Hồ Mạnh Dũng,0910006217,,khachhang.06217@gmail.com,"Số 218 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Lý Đức Hoàng,0910006218,,khachhang.06218@gmail.com,"Số 219 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Lâm Tuấn Lan,0910006219,,khachhang.06219@gmail.com,"Số 220 Cầu Giấy, Hải Phòng",18500000,0,QR
Lê Bảo Nghĩa,0910006220,0300006220,khachhang.06220@gmail.com,"Số 221 Pasteur, Bình Dương",5000000,2000000,EMAIL
Huỳnh Thị Thảo,0910006221,,khachhang.06221@gmail.com,"Số 222 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Võ Minh Tùng,0910006222,,khachhang.06222@gmail.com,"Số 223 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Đỗ Xuân Bình,0910006223,,khachhang.06223@gmail.com,"Số 224 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Dương Trọng Hiếu,0910006224,,khachhang.06224@gmail.com,"Số 225 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Đoàn Ngọc Khoa,0910006225,0300006225,khachhang.06225@gmail.com,"Số 226 Nguyễn Trãi, Hà Nội",12500000,0,QR
Trần Hữu Nam,0910006226,,khachhang.06226@gmail.com,"Số 227 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Hoàng Kim Sơn,0910006227,,khachhang.06227@gmail.com,"Số 228 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Vũ Văn Trung,0910006228,,khachhang.06228@gmail.com,"Số 229 Võ Văn Kiệt, Đồng Nai",17000000,2000000,QR
Bùi Quang Yến,0910006229,,khachhang.06229@gmail.com,"Số 230 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Ngô Anh Hải,0910006230,0300006230,khachhang.06230@gmail.com,"Số 231 Giải Phóng, Nam Định",5000000,0,ZALO
Đinh Gia Hương,0910006231,,khachhang.06231@gmail.com,"Số 232 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Nguyễn Đình Mai,0910006232,,khachhang.06232@gmail.com,"Số 233 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Phạm Thanh Phúc,0910006233,,khachhang.06233@gmail.com,"Số 234 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Phan Hồng Thu,0910006234,,khachhang.06234@gmail.com,"Số 235 Cầu Giấy, Hải Phòng",11000000,0,QR
Đặng Mạnh Vũ,0910006235,0300006235,khachhang.06235@gmail.com,"Số 236 Pasteur, Bình Dương",12500000,0,EMAIL
Hồ Đức Giang,0910006236,,khachhang.06236@gmail.com,"Số 237 Bạch Đằng, Bắc Ninh",14000000,2000000,ZALO
Lý Tuấn Huy,0910006237,,khachhang.06237@gmail.com,"Số 238 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Lâm Bảo Linh,0910006238,,khachhang.06238@gmail.com,"Số 239 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Lê Thị Nhung,0910006239,,khachhang.06239@gmail.com,"Số 240 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Huỳnh Minh Thắng,0910006240,0300006240,khachhang.06240@gmail.com,"Số 241 Nguyễn Trãi, Hà Nội",5000000,0,QR
Võ Xuân Vân,0910006241,,khachhang.06241@gmail.com,"Số 242 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Đỗ Trọng Cường,0910006242,,khachhang.06242@gmail.com,"Số 243 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Dương Ngọc Hoài,0910006243,,khachhang.06243@gmail.com,"Số 244 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Đoàn Hữu Kiên,0910006244,,khachhang.06244@gmail.com,"Số 245 Lê Lợi, Thái Nguyên",11000000,2000000,EMAIL
Trần Kim Nga,0910006245,0300006245,khachhang.06245@gmail.com,"Số 246 Giải Phóng, Nam Định",12500000,0,ZALO
Hoàng Văn Tâm,0910006246,,khachhang.06246@gmail.com,"Số 247 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Vũ Quang Tuấn,0910006247,,khachhang.06247@gmail.com,"Số 248 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Bùi Anh An,0910006248,,khachhang.06248@gmail.com,"Số 249 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Ngô Gia Hạnh,0910006249,,khachhang.06249@gmail.com,"Số 250 Cầu Giấy, Hải Phòng",18500000,0,QR
Đinh Đình Khánh,0910006250,0300006250,khachhang.06250@gmail.com,"Số 251 Pasteur, Bình Dương",5000000,0,EMAIL
Nguyễn Thanh Minh,0910006251,,khachhang.06251@gmail.com,"Số 252 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Phạm Hồng Quân,0910006252,,khachhang.06252@gmail.com,"Số 253 Hai Bà Trưng, Quảng Ninh",8000000,2000000,QR
Phan Mạnh Trang,0910006253,,khachhang.06253@gmail.com,"Số 254 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Đặng Đức Vy,0910006254,,khachhang.06254@gmail.com,"Số 255 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Hồ Tuấn Hà,0910006255,0300006255,khachhang.06255@gmail.com,"Số 256 Nguyễn Trãi, Hà Nội",12500000,0,QR
Lý Bảo Hùng,0910006256,,khachhang.06256@gmail.com,"Số 257 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Lâm Thị Long,0910006257,,khachhang.06257@gmail.com,"Số 258 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Lê Minh Phong,0910006258,,khachhang.06258@gmail.com,"Số 259 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Huỳnh Xuân Thịnh,0910006259,,khachhang.06259@gmail.com,"Số 260 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Võ Trọng Vinh,0910006260,0300006260,khachhang.06260@gmail.com,"Số 261 Giải Phóng, Nam Định",5000000,2000000,ZALO
Đỗ Ngọc Dũng,0910006261,,khachhang.06261@gmail.com,"Số 262 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Dương Hữu Hoàng,0910006262,,khachhang.06262@gmail.com,"Số 263 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Đoàn Kim Lan,0910006263,,khachhang.06263@gmail.com,"Số 264 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Trần Văn Nghĩa,0910006264,,khachhang.06264@gmail.com,"Số 265 Cầu Giấy, Hải Phòng",11000000,0,QR
Hoàng Quang Thảo,0910006265,0300006265,khachhang.06265@gmail.com,"Số 266 Pasteur, Bình Dương",12500000,0,EMAIL
Vũ Anh Tùng,0910006266,,khachhang.06266@gmail.com,"Số 267 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Bùi Gia Bình,0910006267,,khachhang.06267@gmail.com,"Số 268 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Ngô Đình Hiếu,0910006268,,khachhang.06268@gmail.com,"Số 269 Nguyễn Huệ, Nghệ An",17000000,2000000,EMAIL
Đinh Thanh Khoa,0910006269,,khachhang.06269@gmail.com,"Số 270 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Nguyễn Hồng Nam,0910006270,0300006270,khachhang.06270@gmail.com,"Số 271 Nguyễn Trãi, Hà Nội",5000000,0,QR
Phạm Mạnh Sơn,0910006271,,khachhang.06271@gmail.com,"Số 272 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Phan Đức Trung,0910006272,,khachhang.06272@gmail.com,"Số 273 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Đặng Tuấn Yến,0910006273,,khachhang.06273@gmail.com,"Số 274 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Hồ Bảo Hải,0910006274,,khachhang.06274@gmail.com,"Số 275 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Lý Thị Hương,0910006275,0300006275,khachhang.06275@gmail.com,"Số 276 Giải Phóng, Nam Định",12500000,0,ZALO
Lâm Minh Mai,0910006276,,khachhang.06276@gmail.com,"Số 277 Lý Thường Kiệt, Thanh Hóa",14000000,2000000,QR
Lê Xuân Phúc,0910006277,,khachhang.06277@gmail.com,"Số 278 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Huỳnh Trọng Thu,0910006278,,khachhang.06278@gmail.com,"Số 279 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Võ Ngọc Vũ,0910006279,,khachhang.06279@gmail.com,"Số 280 Cầu Giấy, Hải Phòng",18500000,0,QR
Đỗ Hữu Giang,0910006280,0300006280,khachhang.06280@gmail.com,"Số 281 Pasteur, Bình Dương",5000000,0,EMAIL
Dương Kim Huy,0910006281,,khachhang.06281@gmail.com,"Số 282 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Đoàn Văn Linh,0910006282,,khachhang.06282@gmail.com,"Số 283 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Trần Quang Nhung,0910006283,,khachhang.06283@gmail.com,"Số 284 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Hoàng Anh Thắng,0910006284,,khachhang.06284@gmail.com,"Số 285 Cách Mạng Tháng 8, Khánh Hòa",11000000,2000000,ZALO
Vũ Gia Vân,0910006285,0300006285,khachhang.06285@gmail.com,"Số 286 Nguyễn Trãi, Hà Nội",12500000,0,QR
Bùi Đình Cường,0910006286,,khachhang.06286@gmail.com,"Số 287 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Ngô Thanh Hoài,0910006287,,khachhang.06287@gmail.com,"Số 288 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Đinh Hồng Kiên,0910006288,,khachhang.06288@gmail.com,"Số 289 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Nguyễn Mạnh Nga,0910006289,,khachhang.06289@gmail.com,"Số 290 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Phạm Đức Tâm,0910006290,0300006290,khachhang.06290@gmail.com,"Số 291 Giải Phóng, Nam Định",5000000,0,ZALO
Phan Tuấn Tuấn,0910006291,,khachhang.06291@gmail.com,"Số 292 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Đặng Bảo An,0910006292,,khachhang.06292@gmail.com,"Số 293 Quang Trung, Lâm Đồng",8000000,2000000,EMAIL
Hồ Thị Hạnh,0910006293,,khachhang.06293@gmail.com,"Số 294 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Lý Minh Khánh,0910006294,,khachhang.06294@gmail.com,"Số 295 Cầu Giấy, Hải Phòng",11000000,0,QR
Lâm Xuân Minh,0910006295,0300006295,khachhang.06295@gmail.com,"Số 296 Pasteur, Bình Dương",12500000,0,EMAIL
Lê Trọng Quân,0910006296,,khachhang.06296@gmail.com,"Số 297 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Huỳnh Ngọc Trang,0910006297,,khachhang.06297@gmail.com,"Số 298 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Võ Hữu Vy,0910006298,,khachhang.06298@gmail.com,"Số 299 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Đỗ Kim Hà,0910006299,,khachhang.06299@gmail.com,"Số 300 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Dương Văn Hùng,0910006300,0300006300,khachhang.06300@gmail.com,"Số 301 Nguyễn Trãi, Hà Nội",5000000,2000000,QR
Đoàn Quang Long,0910006301,,khachhang.06301@gmail.com,"Số 302 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Trần Anh Phong,0910006302,,khachhang.06302@gmail.com,"Số 303 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Hoàng Gia Thịnh,0910006303,,khachhang.06303@gmail.com,"Số 304 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Vũ Đình Vinh,0910006304,,khachhang.06304@gmail.com,"Số 305 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Bùi Thanh Dũng,0910006305,0300006305,khachhang.06305@gmail.com,"Số 306 Giải Phóng, Nam Định",12500000,0,ZALO
Ngô Hồng Hoàng,0910006306,,khachhang.06306@gmail.com,"Số 307 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Đinh Mạnh Lan,0910006307,,khachhang.06307@gmail.com,"Số 308 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Nguyễn Đức Nghĩa,0910006308,,khachhang.06308@gmail.com,"Số 309 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,2000000,ZALO
Phạm Tuấn Thảo,0910006309,,khachhang.06309@gmail.com,"Số 310 Cầu Giấy, Hải Phòng",18500000,0,QR
Phan Bảo Tùng,0910006310,0300006310,khachhang.06310@gmail.com,"Số 311 Pasteur, Bình Dương",5000000,0,EMAIL
Đặng Thị Bình,0910006311,,khachhang.06311@gmail.com,"Số 312 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Hồ Minh Hiếu,0910006312,,khachhang.06312@gmail.com,"Số 313 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Lý Xuân Khoa,0910006313,,khachhang.06313@gmail.com,"Số 314 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Lâm Trọng Nam,0910006314,,khachhang.06314@gmail.com,"Số 315 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Lê Ngọc Sơn,0910006315,0300006315,khachhang.06315@gmail.com,"Số 316 Nguyễn Trãi, Hà Nội",12500000,0,QR
Huỳnh Hữu Trung,0910006316,,khachhang.06316@gmail.com,"Số 317 Hoàng Diệu, Đà Nẵng",14000000,2000000,EMAIL
Võ Kim Yến,0910006317,,khachhang.06317@gmail.com,"Số 318 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Đỗ Văn Hải,0910006318,,khachhang.06318@gmail.com,"Số 319 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Dương Quang Hương,0910006319,,khachhang.06319@gmail.com,"Số 320 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Đoàn Anh Mai,0910006320,0300006320,khachhang.06320@gmail.com,"Số 321 Giải Phóng, Nam Định",5000000,0,ZALO
Trần Gia Phúc,0910006321,,khachhang.06321@gmail.com,"Số 322 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Hoàng Đình Thu,0910006322,,khachhang.06322@gmail.com,"Số 323 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Vũ Thanh Vũ,0910006323,,khachhang.06323@gmail.com,"Số 324 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Bùi Hồng Giang,0910006324,,khachhang.06324@gmail.com,"Số 325 Cầu Giấy, Hải Phòng",11000000,2000000,QR
Ngô Mạnh Huy,0910006325,0300006325,khachhang.06325@gmail.com,"Số 326 Pasteur, Bình Dương",12500000,0,EMAIL
Đinh Đức Linh,0910006326,,khachhang.06326@gmail.com,"Số 327 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Nguyễn Tuấn Nhung,0910006327,,khachhang.06327@gmail.com,"Số 328 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Phạm Bảo Thắng,0910006328,,khachhang.06328@gmail.com,"Số 329 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Phan Thị Vân,0910006329,,khachhang.06329@gmail.com,"Số 330 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Đặng Minh Cường,0910006330,0300006330,khachhang.06330@gmail.com,"Số 331 Nguyễn Trãi, Hà Nội",5000000,0,QR
Hồ Xuân Hoài,0910006331,,khachhang.06331@gmail.com,"Số 332 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Lý Trọng Kiên,0910006332,,khachhang.06332@gmail.com,"Số 333 Điện Biên Phủ, Cần Thơ",8000000,2000000,ZALO
Lâm Ngọc Nga,0910006333,,khachhang.06333@gmail.com,"Số 334 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Lê Hữu Tâm,0910006334,,khachhang.06334@gmail.com,"Số 335 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Huỳnh Kim Tuấn,0910006335,0300006335,khachhang.06335@gmail.com,"Số 336 Giải Phóng, Nam Định",12500000,0,ZALO
Võ Văn An,0910006336,,khachhang.06336@gmail.com,"Số 337 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Đỗ Quang Hạnh,0910006337,,khachhang.06337@gmail.com,"Số 338 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Dương Anh Khánh,0910006338,,khachhang.06338@gmail.com,"Số 339 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Đoàn Gia Minh,0910006339,,khachhang.06339@gmail.com,"Số 340 Cầu Giấy, Hải Phòng",18500000,0,QR
Trần Đình Quân,0910006340,0300006340,khachhang.06340@gmail.com,"Số 341 Pasteur, Bình Dương",5000000,2000000,EMAIL
Hoàng Thanh Trang,0910006341,,khachhang.06341@gmail.com,"Số 342 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Vũ Hồng Vy,0910006342,,khachhang.06342@gmail.com,"Số 343 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Bùi Mạnh Hà,0910006343,,khachhang.06343@gmail.com,"Số 344 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Ngô Đức Hùng,0910006344,,khachhang.06344@gmail.com,"Số 345 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Đinh Tuấn Long,0910006345,0300006345,khachhang.06345@gmail.com,"Số 346 Nguyễn Trãi, Hà Nội",12500000,0,QR
Nguyễn Bảo Phong,0910006346,,khachhang.06346@gmail.com,"Số 347 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Phạm Thị Thịnh,0910006347,,khachhang.06347@gmail.com,"Số 348 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Phan Minh Vinh,0910006348,,khachhang.06348@gmail.com,"Số 349 Võ Văn Kiệt, Đồng Nai",17000000,2000000,QR
Đặng Xuân Dũng,0910006349,,khachhang.06349@gmail.com,"Số 350 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Hồ Trọng Hoàng,0910006350,0300006350,khachhang.06350@gmail.com,"Số 351 Giải Phóng, Nam Định",5000000,0,ZALO
Lý Ngọc Lan,0910006351,,khachhang.06351@gmail.com,"Số 352 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Lâm Hữu Nghĩa,0910006352,,khachhang.06352@gmail.com,"Số 353 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Lê Kim Thảo,0910006353,,khachhang.06353@gmail.com,"Số 354 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Huỳnh Văn Tùng,0910006354,,khachhang.06354@gmail.com,"Số 355 Cầu Giấy, Hải Phòng",11000000,0,QR
Võ Quang Bình,0910006355,0300006355,khachhang.06355@gmail.com,"Số 356 Pasteur, Bình Dương",12500000,0,EMAIL
Đỗ Anh Hiếu,0910006356,,khachhang.06356@gmail.com,"Số 357 Bạch Đằng, Bắc Ninh",14000000,2000000,ZALO
Dương Gia Khoa,0910006357,,khachhang.06357@gmail.com,"Số 358 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Đoàn Đình Nam,0910006358,,khachhang.06358@gmail.com,"Số 359 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Trần Thanh Sơn,0910006359,,khachhang.06359@gmail.com,"Số 360 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Hoàng Hồng Trung,0910006360,0300006360,khachhang.06360@gmail.com,"Số 361 Nguyễn Trãi, Hà Nội",5000000,0,QR
Vũ Mạnh Yến,0910006361,,khachhang.06361@gmail.com,"Số 362 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Bùi Đức Hải,0910006362,,khachhang.06362@gmail.com,"Số 363 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Ngô Tuấn Hương,0910006363,,khachhang.06363@gmail.com,"Số 364 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Đinh Bảo Mai,0910006364,,khachhang.06364@gmail.com,"Số 365 Lê Lợi, Thái Nguyên",11000000,2000000,EMAIL
Nguyễn Thị Phúc,0910006365,0300006365,khachhang.06365@gmail.com,"Số 366 Giải Phóng, Nam Định",12500000,0,ZALO
Phạm Minh Thu,0910006366,,khachhang.06366@gmail.com,"Số 367 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Phan Xuân Vũ,0910006367,,khachhang.06367@gmail.com,"Số 368 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Đặng Trọng Giang,0910006368,,khachhang.06368@gmail.com,"Số 369 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Hồ Ngọc Huy,0910006369,,khachhang.06369@gmail.com,"Số 370 Cầu Giấy, Hải Phòng",18500000,0,QR
Lý Hữu Linh,0910006370,0300006370,khachhang.06370@gmail.com,"Số 371 Pasteur, Bình Dương",5000000,0,EMAIL
Lâm Kim Nhung,0910006371,,khachhang.06371@gmail.com,"Số 372 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Lê Văn Thắng,0910006372,,khachhang.06372@gmail.com,"Số 373 Hai Bà Trưng, Quảng Ninh",8000000,2000000,QR
Huỳnh Quang Vân,0910006373,,khachhang.06373@gmail.com,"Số 374 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Võ Anh Cường,0910006374,,khachhang.06374@gmail.com,"Số 375 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Đỗ Gia Hoài,0910006375,0300006375,khachhang.06375@gmail.com,"Số 376 Nguyễn Trãi, Hà Nội",12500000,0,QR
Dương Đình Kiên,0910006376,,khachhang.06376@gmail.com,"Số 377 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Đoàn Thanh Nga,0910006377,,khachhang.06377@gmail.com,"Số 378 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Trần Hồng Tâm,0910006378,,khachhang.06378@gmail.com,"Số 379 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Hoàng Mạnh Tuấn,0910006379,,khachhang.06379@gmail.com,"Số 380 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Vũ Đức An,0910006380,0300006380,khachhang.06380@gmail.com,"Số 381 Giải Phóng, Nam Định",5000000,2000000,ZALO
Bùi Tuấn Hạnh,0910006381,,khachhang.06381@gmail.com,"Số 382 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Ngô Bảo Khánh,0910006382,,khachhang.06382@gmail.com,"Số 383 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Đinh Thị Minh,0910006383,,khachhang.06383@gmail.com,"Số 384 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Nguyễn Minh Quân,0910006384,,khachhang.06384@gmail.com,"Số 385 Cầu Giấy, Hải Phòng",11000000,0,QR
Phạm Xuân Trang,0910006385,0300006385,khachhang.06385@gmail.com,"Số 386 Pasteur, Bình Dương",12500000,0,EMAIL
Phan Trọng Vy,0910006386,,khachhang.06386@gmail.com,"Số 387 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Đặng Ngọc Hà,0910006387,,khachhang.06387@gmail.com,"Số 388 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Hồ Hữu Hùng,0910006388,,khachhang.06388@gmail.com,"Số 389 Nguyễn Huệ, Nghệ An",17000000,2000000,EMAIL
Lý Kim Long,0910006389,,khachhang.06389@gmail.com,"Số 390 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Lâm Văn Phong,0910006390,0300006390,khachhang.06390@gmail.com,"Số 391 Nguyễn Trãi, Hà Nội",5000000,0,QR
Lê Quang Thịnh,0910006391,,khachhang.06391@gmail.com,"Số 392 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Huỳnh Anh Vinh,0910006392,,khachhang.06392@gmail.com,"Số 393 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Võ Gia Dũng,0910006393,,khachhang.06393@gmail.com,"Số 394 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Đỗ Đình Hoàng,0910006394,,khachhang.06394@gmail.com,"Số 395 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Dương Thanh Lan,0910006395,0300006395,khachhang.06395@gmail.com,"Số 396 Giải Phóng, Nam Định",12500000,0,ZALO
Đoàn Hồng Nghĩa,0910006396,,khachhang.06396@gmail.com,"Số 397 Lý Thường Kiệt, Thanh Hóa",14000000,2000000,QR
